gene_id,chromosome,gene_name,start,end,strand,n_transcripts,n_loci
LOC103095694,HiC_scaffold_7,LOC103095694,39019448,39034149,-,1,1
GABPB2,HiC_scaffold_7,GABPB2,39039989,39068253,-,4,1
MLLT11,HiC_scaffold_7,MLLT11,39070000,39082395,-,3,1
C2H1orf56,HiC_scaffold_7,C2H1orf56,39083280,39089176,-,1,1
BNIPL,HiC_scaffold_7,BNIPL,39088699,39094260,-,3,1
PRUNE1,HiC_scaffold_7,PRUNE1,39094955,39159776,-,4,1
MINDY1,HiC_scaffold_7,MINDY1,39159984,39176024,+,3,1
ANXA9,HiC_scaffold_7,ANXA9,39176680,39195314,-,2,1
CERS2,HiC_scaffold_7,CERS2,39199813,39210398,+,5,1
SETDB1,HiC_scaffold_7,SETDB1,39210334,39239293,-,8,1
ARNT,HiC_scaffold_7,ARNT,39261894,39315746,+,4,1
CTSK,HiC_scaffold_7,CTSK,39318598,39337964,+,2,1
CTSS,HiC_scaffold_7,CTSS,39376508,39384025,+,1,1
HORMAD1,HiC_scaffold_7,HORMAD1,39396471,39429071,+,3,1
GOLPH3L,HiC_scaffold_7,GOLPH3L,39429897,39459724,+,1,1
ENSA,HiC_scaffold_7,ENSA,39495191,39500400,+,2,1
LOC130457526,HiC_scaffold_7,LOC130457526,39498583,39516126,-,2,1
MCL1,HiC_scaffold_7,MCL1,39543624,39551179,+,2,1
ADAMTSL4,HiC_scaffold_7,ADAMTSL4,39571660,39581603,-,1,1
ECM1,HiC_scaffold_7,ECM1,39646096,39652305,-,2,1
TARS2,HiC_scaffold_7,TARS2,39652340,39667604,-,1,1
RPRD2,HiC_scaffold_7,RPRD2,39672739,39748959,-,2,1
LOC130457525,HiC_scaffold_7,LOC130457525,39746922,39756795,+,1,1
PRPF3,HiC_scaffold_7,PRPF3,39751993,39775196,-,6,1
MRPS21,HiC_scaffold_7,MRPS21,39779114,39795162,-,3,1
CIART,HiC_scaffold_7,CIART,39797371,39802056,-,3,1
C2H1orf54,HiC_scaffold_7,C2H1orf54,39803013,39812892,-,1,1
APH1A,HiC_scaffold_7,APH1A,39816180,39819619,+,2,1
CA14,HiC_scaffold_7,CA14,39820375,39828082,-,5,1
ANP32E,HiC_scaffold_7,ANP32E,39880812,39894862,+,3,1
PLEKHO1,HiC_scaffold_7,PLEKHO1,39919053,39942276,-,2,1
VPS45,HiC_scaffold_7,VPS45,39966173,40033396,-,6,1
OTUD7B,HiC_scaffold_7,OTUD7B,40119264,40207710,+,5,1
MTMR11,HiC_scaffold_7,MTMR11,40210327,40220016,+,2,1
SF3B4,HiC_scaffold_7,SF3B4,40220236,40223949,+,1,1
SV2A,HiC_scaffold_7,SV2A,40228711,40245692,+,1,1
BOLA1,HiC_scaffold_7,BOLA1,40253516,40254740,-,4,1
LOC100013959,HiC_scaffold_7,LOC100013959,40263240,40271707,-,1,1
LOC100013915,HiC_scaffold_7,LOC100013915,40271907,40272446,+,1,1
LOC100013870,HiC_scaffold_7,LOC100013870,40272532,40273054,-,1,1
LOC100013827,HiC_scaffold_7,LOC100013827,40273250,40273754,+,1,1
LOC100013589,HiC_scaffold_7,LOC100013589,40301981,40302732,-,1,1
LOC107651016,HiC_scaffold_7,LOC107651016,40321771,40324941,-,1,1
TRNAS-AGA_6,HiC_scaffold_7,TRNAS-AGA,40335170,40335251,+,1,1
TRNAG-UCC_1,HiC_scaffold_7,TRNAG-UCC,40337102,40337173,+,1,1
TRNAQ-CUG_9,HiC_scaffold_7,TRNAQ-CUG,40345141,40345212,+,1,1
TRNAS-AGA_5,HiC_scaffold_7,TRNAS-AGA,40354684,40354765,+,1,1
LOC100013421,HiC_scaffold_7,LOC100013421,40376260,40376537,-,1,1
TRNAM-CAU_11,HiC_scaffold_7,TRNAM-CAU,40377443,40377514,+,1,1
TRNAS-UGA_4,HiC_scaffold_7,TRNAS-UGA,40379071,40379152,+,1,1
TRNAS-GCU_3,HiC_scaffold_7,TRNAS-GCU,40380138,40380219,-,1,1
TRNAQ-UUG_3,HiC_scaffold_7,TRNAQ-UUG,40380379,40380450,-,1,1
LOC107651017,HiC_scaffold_7,LOC107651017,40380793,40380870,+,1,1
LOC130457522,HiC_scaffold_7,LOC130457522,40390214,40391113,-,1,1
TRNAI-AAU_6,HiC_scaffold_7,TRNAI-AAU,40391151,40391224,+,1,1
TRNAG-GCC_22,HiC_scaffold_7,TRNAG-GCC,40394600,40394670,+,1,1
TRNAI-UAU_3,HiC_scaffold_7,TRNAI-UAU,40396153,40396249,-,1,1
TRNAK-CUU_11,HiC_scaffold_7,TRNAK-CUU,40397626,40397698,-,1,1
TRNAK-CUU_12,HiC_scaffold_7,TRNAK-CUU,40397823,40397895,-,1,1
TRNAK-CUU_13,HiC_scaffold_7,TRNAK-CUU,40398994,40399066,+,1,1
TRNAK-CUU_14,HiC_scaffold_7,TRNAK-CUU,40399191,40399263,+,1,1
TRNAI-UAU_4,HiC_scaffold_7,TRNAI-UAU,40400640,40400736,+,1,1
TRNAG-GCC_23,HiC_scaffold_7,TRNAG-GCC,40402219,40402289,-,1,1
TRNAI-AAU_7,HiC_scaffold_7,TRNAI-AAU,40405666,40405739,-,1,1
LOC130457523,HiC_scaffold_7,LOC130457523,40405788,40406680,+,1,1
TRNAQ-CUG_8,HiC_scaffold_7,TRNAQ-CUG,40407528,40407599,-,1,1
TRNAM-CAU_10,HiC_scaffold_7,TRNAM-CAU,40408677,40408748,-,1,1
TRNAW-CCA_5,HiC_scaffold_7,TRNAW-CCA,40411786,40411857,+,1,1
TRNAS-AGA_4,HiC_scaffold_7,TRNAS-AGA,40412907,40412988,-,1,1
TRNAS-GCU_2,HiC_scaffold_7,TRNAS-GCU,40414300,40414381,-,1,1
TRNAQ-CUG_6,HiC_scaffold_7,TRNAQ-CUG,40415989,40416060,-,1,1
TRNAQ-UUG_2,HiC_scaffold_7,TRNAQ-UUG,40416983,40417054,-,1,1
TRNAQ-UUG_1,HiC_scaffold_7,TRNAQ-UUG,40417504,40417575,+,1,1
TRNAQ-CUG_5,HiC_scaffold_7,TRNAQ-CUG,40421945,40422016,+,1,1
TRNAS-GCU_1,HiC_scaffold_7,TRNAS-GCU,40423620,40423701,+,1,1
TRNAS-AGA_3,HiC_scaffold_7,TRNAS-AGA,40425013,40425094,+,1,1
TRNAW-CCA_4,HiC_scaffold_7,TRNAW-CCA,40426144,40426215,-,1,1
TRNAM-CAU_9,HiC_scaffold_7,TRNAM-CAU,40429253,40429324,+,1,1
TRNAQ-CUG_4,HiC_scaffold_7,TRNAQ-CUG,40430402,40430473,+,1,1
TRNAV-CAC_5,HiC_scaffold_7,TRNAV-CAC,40437437,40437509,+,1,1
TRNAK-CUU_16,HiC_scaffold_7,TRNAK-CUU,40438374,40438446,-,1,1
TRNAM-CAU_8,HiC_scaffold_7,TRNAM-CAU,40460898,40460969,-,1,1
LOC100013294,HiC_scaffold_7,LOC100013294,40462578,40463056,+,1,1
TRNAS-AGA_2,HiC_scaffold_7,TRNAS-AGA,40470059,40470140,+,1,1
TRNAS-AGA_1,HiC_scaffold_7,TRNAS-AGA,40477650,40477731,+,1,1
TRNAI-AAU_8,HiC_scaffold_7,TRNAI-AAU,40482124,40482197,-,1,1
TRNAI-AAU_3,HiC_scaffold_7,TRNAI-AAU,40490741,40490814,+,1,1
TRNAV-CAC_2,HiC_scaffold_7,TRNAV-CAC,40493570,40493642,+,1,1
TRNAI-AAU_5,HiC_scaffold_7,TRNAI-AAU,40496174,40496247,+,1,1
TRNAI-UAU_2,HiC_scaffold_7,TRNAI-UAU,40502678,40502769,+,1,1
TRNAH-GUG_4,HiC_scaffold_7,TRNAH-GUG,40514977,40515048,-,1,1
TRNAM-CAU_6,HiC_scaffold_7,TRNAM-CAU,40529384,40529455,+,1,1
TRNAS-UGA_2,HiC_scaffold_7,TRNAS-UGA,40532333,40532414,-,1,1
TRNAV-AAC,HiC_scaffold_7,TRNAV-AAC,40533949,40534021,+,1,1
TRNAS-UGA_3,HiC_scaffold_7,TRNAS-UGA,40536591,40536672,-,1,1
POLR3GL,HiC_scaffold_7,POLR3GL,40595584,40602919,-,3,1
ANKRD34A,HiC_scaffold_7,ANKRD34A,40603305,40608028,+,2,1
LIX1L,HiC_scaffold_7,LIX1L,40609260,40625390,+,1,1
RBM8A,HiC_scaffold_7,RBM8A,40629991,40633774,+,1,1
LOC100014969,HiC_scaffold_7,LOC100014969,40630982,40637581,-,1,1
PEX11B,HiC_scaffold_7,PEX11B,40637566,40644742,+,1,1
ITGA10,HiC_scaffold_7,ITGA10,40645465,40665683,+,1,1
ANKRD35,HiC_scaffold_7,ANKRD35,40675605,40699481,+,1,1
PIAS3,HiC_scaffold_7,PIAS3,40703420,40712805,+,4,1
NUDT17,HiC_scaffold_7,NUDT17,40712327,40715753,-,2,1
RNF115,HiC_scaffold_7,RNF115,40728143,40753051,+,1,1
LOC130457521,HiC_scaffold_7,LOC130457521,40754013,40774054,+,1,1
PDZK1,HiC_scaffold_7,PDZK1,40805615,40847718,+,3,1
GPR89A,HiC_scaffold_7,GPR89A,40831200,40888148,-,5,1
GJA8,HiC_scaffold_7,GJA8,40908821,40910120,-,1,1
GJA5,HiC_scaffold_7,GJA5,41002406,41042562,-,3,1
BCL9,HiC_scaffold_7,BCL9,41178528,41300708,+,4,1
ACP6,HiC_scaffold_7,ACP6,41353749,41368172,-,1,1
LOC100618180,HiC_scaffold_7,LOC100618180,41464315,41465358,-,1,1
LOC100618103,HiC_scaffold_7,LOC100618103,41506883,41507857,+,1,1
LOC100014102,HiC_scaffold_7,LOC100014102,41527784,41528758,-,1,1
LOC100014061,HiC_scaffold_7,LOC100014061,41540569,41541567,-,1,1
LOC100013971,HiC_scaffold_7,LOC100013971,41561917,41564418,-,1,1
CHD1L,HiC_scaffold_7,CHD1L,41625833,41663895,-,2,1
FMO5,HiC_scaffold_7,FMO5,41664038,41707725,+,3,1
PRKAB2,HiC_scaffold_7,PRKAB2,41717915,41742027,+,1,1
LOC100617812,HiC_scaffold_7,LOC100617812,41743295,42021047,-,25,1
LOC107651013,HiC_scaffold_7,LOC107651013,41777262,41778161,+,1,1
LOC130457519,HiC_scaffold_7,LOC130457519,41790408,41812455,+,1,1
LOC130457518,HiC_scaffold_7,LOC130457518,41886951,41919874,+,1,1
LOC103099990,HiC_scaffold_7,LOC103099990,42028255,42029271,+,1,1
SEC22B,HiC_scaffold_7,SEC22B,42048926,42073199,+,1,1
NOTCH2,HiC_scaffold_7,NOTCH2,42092996,42266304,-,2,1
LOC103094909,HiC_scaffold_7,LOC103094909,42293774,42312391,-,1,1
LOC100013265,HiC_scaffold_7,LOC100013265,42368765,42371305,-,1,1
LOC103094249,HiC_scaffold_7,LOC103094249,42378345,42380926,+,1,1
ZNF697,HiC_scaffold_7,ZNF697,42399543,42442453,-,1,1
HMGCS2,HiC_scaffold_7,HMGCS2,42509098,42542372,-,2,1
REG4,HiC_scaffold_7,REG4,42546884,42550430,+,1,1
LOC100012845,HiC_scaffold_7,LOC100012845,42598008,42600660,+,1,1
PHGDH,HiC_scaffold_7,PHGDH,42622343,42659125,-,2,1
HAO2,HiC_scaffold_7,HAO2,42689970,42727152,-,1,1
LOC103104648,HiC_scaffold_7,LOC103104648,42710735,42797787,+,1,1
WARS2,HiC_scaffold_7,WARS2,42966481,43042152,+,1,1
TBX15,HiC_scaffold_7,TBX15,43067492,43236736,+,4,1
LOC100011667,HiC_scaffold_7,LOC100011667,43645550,43645617,-,1,1
T2R29,HiC_scaffold_7,T2R29,43704545,43705480,+,1,1
SPAG17,HiC_scaffold_7,SPAG17,43909726,44177178,+,3,1
WDR3,HiC_scaffold_7,WDR3,44177168,44206611,-,1,1
GDAP2,HiC_scaffold_7,GDAP2,44206648,44281647,+,3,1
LOC103102278,HiC_scaffold_7,LOC103102278,44305376,44336090,-,4,1
LOC103101376,HiC_scaffold_7,LOC103101376,44533556,44534610,+,1,1
TENT5C,HiC_scaffold_7,TENT5C,44546205,44571577,-,2,1
MAN1A2,HiC_scaffold_7,MAN1A2,44667004,44912463,-,4,1
LOC103100176,HiC_scaffold_7,LOC103100176,44995021,45019658,-,1,1
VTCN1,HiC_scaffold_7,VTCN1,45060272,45149801,+,4,1
LOC130457516,HiC_scaffold_7,LOC130457516,45147475,45168749,-,1,1
TTF2,HiC_scaffold_7,TTF2,45174217,45212721,+,1,1
TRIM45,HiC_scaffold_7,TRIM45,45216574,45227405,-,5,1
CD101,HiC_scaffold_7,CD101,45264453,45323170,-,1,1
PTGFRN,HiC_scaffold_7,PTGFRN,45329096,45415052,-,1,1
CD2,HiC_scaffold_7,CD2,45566865,45608274,-,2,1
LOC130457514,HiC_scaffold_7,LOC130457514,45666209,45681824,-,1,1
LOC130457515,HiC_scaffold_7,LOC130457515,45679326,45681511,+,1,1
IGSF3,HiC_scaffold_7,IGSF3,45814689,45884402,+,5,1
CD58,HiC_scaffold_7,CD58,45899199,46033784,+,3,1
LOC130457018,HiC_scaffold_7,LOC130457018,46096051,46100166,-,1,1
LOC103096519,HiC_scaffold_7,LOC103096519,46107131,46110913,-,2,1
ATP1A1,HiC_scaffold_7,ATP1A1,46162331,46198883,-,1,1
MIR7282,HiC_scaffold_7,MIR7282,46183440,46183490,-,1,1
MAB21L3,HiC_scaffold_7,MAB21L3,46431092,46489922,-,1,1
SLC22A15,HiC_scaffold_7,SLC22A15,46511614,46616112,-,1,1
NHLH2,HiC_scaffold_7,NHLH2,46760397,46766196,+,1,1
CASQ2,HiC_scaffold_7,CASQ2,46861908,46958489,+,1,1
VANGL1,HiC_scaffold_7,VANGL1,46962731,47048205,-,2,1
LOC130456960,HiC_scaffold_7,LOC130456960,47046658,47048478,+,1,1
NGF,HiC_scaffold_7,NGF,47308270,47401008,+,1,1
LOC103093726,HiC_scaffold_7,LOC103093726,47319246,47324005,-,1,1
LOC100010162,HiC_scaffold_7,LOC100010162,47633014,47637908,+,1,1
TSPAN2,HiC_scaffold_7,TSPAN2,47643955,47713515,+,1,1
TSHB,HiC_scaffold_7,TSHB,47729782,47729945,-,1,1
SYCP1,HiC_scaffold_7,SYCP1,47761385,47834607,-,3,1
LOC100009985,HiC_scaffold_7,LOC100009985,47835457,47869821,-,4,1
SIKE1,HiC_scaffold_7,SIKE1,47891548,47912941,+,4,1
CSDE1,HiC_scaffold_7,CSDE1,47922467,47983045,+,8,1
NRAS,HiC_scaffold_7,NRAS,47983166,47991828,+,3,1
AMPD1,HiC_scaffold_7,AMPD1,48007662,48049537,+,1,1
DENND2C,HiC_scaffold_7,DENND2C,48052306,48134444,+,4,1
LOC107650129,HiC_scaffold_7,LOC107650129,48142739,48143830,-,1,1
BCAS2,HiC_scaffold_7,BCAS2,48170083,48188352,-,1,1
TRIM33,HiC_scaffold_7,TRIM33,48243011,48291962,-,2,1
SYT6,HiC_scaffold_7,SYT6,48609930,48684820,+,2,1
OLFML3,HiC_scaffold_7,OLFML3,48820301,48823699,-,1,1
HIPK1,HiC_scaffold_7,HIPK1,48831779,48876436,-,7,1
DCLRE1B,HiC_scaffold_7,DCLRE1B,48902482,48920468,-,5,1
AP4B1,HiC_scaffold_7,AP4B1,48920533,48925467,+,2,1
LOC100033166,HiC_scaffold_7,LOC100033166,48936488,48944070,+,1,1
PTPN22,HiC_scaffold_7,PTPN22,48984377,49058070,+,2,1
LOC107651010,HiC_scaffold_7,LOC107651010,49038542,49064339,-,2,1
RSBN1,HiC_scaffold_7,RSBN1,49064346,49124025,+,1,1
PHTF1,HiC_scaffold_7,PHTF1,49125401,49172899,+,2,1
MAGI3,HiC_scaffold_7,MAGI3,49192771,49381189,-,2,1
LRIG2,HiC_scaffold_7,LRIG2,49637372,49682446,-,1,1
SLC16A1,HiC_scaffold_7,SLC16A1,49833867,49876782,-,3,1
TAFA3,HiC_scaffold_7,TAFA3,50040364,50050917,-,2,1
PPM1J,HiC_scaffold_7,PPM1J,50056167,50061730,+,4,1
RHOC,HiC_scaffold_7,RHOC,50061926,50066920,+,1,1
MOV10,HiC_scaffold_7,MOV10,50067204,50090894,-,3,1
CAPZA1,HiC_scaffold_7,CAPZA1,50140610,50197007,-,1,1
ST7L,HiC_scaffold_7,ST7L,50197517,50274624,+,4,1
WNT2B,HiC_scaffold_7,WNT2B,50287904,50305472,-,1,1
CTTNBP2NL,HiC_scaffold_7,CTTNBP2NL,50364597,50437854,+,3,1
LOC130457510,HiC_scaffold_7,LOC130457510,50378120,50378632,-,1,1
LOC107651007,HiC_scaffold_7,LOC107651007,50655361,50720731,+,3,1
KCND3,HiC_scaffold_7,KCND3,50954062,51290626,+,2,1
LOC130457725,HiC_scaffold_7,LOC130457725,51256362,51256455,+,1,1
ADORA3,HiC_scaffold_7,ADORA3,51483740,51487168,-,1,1
RAP1A,HiC_scaffold_7,RAP1A,51503071,51537552,-,1,1
INKA2,HiC_scaffold_7,INKA2,51595957,51614163,+,3,1
LOC130457508,HiC_scaffold_7,LOC130457508,51599707,51604361,-,1,1
ATP5PB,HiC_scaffold_7,ATP5PB,51645992,51655925,-,1,1
PGC,HiC_scaffold_7,PGC,51680555,51695034,+,1,1
LOC100033119,HiC_scaffold_7,LOC100033119,51706895,51718464,+,1,1
LOC130457507,HiC_scaffold_7,LOC130457507,51713950,51720984,-,1,1
LOC100033117,HiC_scaffold_7,LOC100033117,51730834,51746714,+,1,1
CIMAP3,HiC_scaffold_7,CIMAP3,51749228,51753967,-,2,1
LOC100030417,HiC_scaffold_7,LOC100030417,51758939,51775146,-,2,1
LOC100030396,HiC_scaffold_7,LOC100030396,51787479,51804021,-,1,1
LOC100033109,HiC_scaffold_7,LOC100033109,51813906,51826314,-,1,1
CHI3L2,HiC_scaffold_7,CHI3L2,51829822,51842969,-,1,1
DENND2D,HiC_scaffold_7,DENND2D,51887024,51914019,+,3,1
CEPT1,HiC_scaffold_7,CEPT1,51918214,51959277,-,2,1
DRAM2,HiC_scaffold_7,DRAM2,51959362,52005576,+,7,1
LRIF1,HiC_scaffold_7,LRIF1,52048885,52073333,+,1,1
CD53,HiC_scaffold_7,CD53,52082199,52121209,-,2,1
LOC107651141,HiC_scaffold_7,LOC107651141,52112689,52113983,-,1,1
LOC130457677,HiC_scaffold_7,LOC130457677,52176965,52177069,+,1,1
KCNA3,HiC_scaffold_7,KCNA3,52380719,52385522,+,1,1
KCNA2,HiC_scaffold_7,KCNA2,52423181,52526037,+,2,1
KCNA10,HiC_scaffold_7,KCNA10,52660042,52661848,+,1,1
LOC103092210,HiC_scaffold_7,LOC103092210,52665644,52687042,-,2,1
LOC130457506,HiC_scaffold_7,LOC130457506,52692756,52695823,+,1,1
LOC103092031,HiC_scaffold_7,LOC103092031,52700319,52706433,+,3,1
LOC100030263,HiC_scaffold_7,LOC100030263,52706848,52720970,-,1,1
PROK1,HiC_scaffold_7,PROK1,52743969,52750929,-,1,1
LOC103106618,HiC_scaffold_7,LOC103106618,52775709,52780858,+,2,1
LAMTOR5,HiC_scaffold_7,LAMTOR5,52804013,52806154,+,1,1
SLC16A4,HiC_scaffold_7,SLC16A4,52819464,52836973,+,4,1
LOC103106507,HiC_scaffold_7,LOC103106507,52835810,52836885,-,1,1
RBM15,HiC_scaffold_7,RBM15,52857546,52865420,-,1,1
KCNC4,HiC_scaffold_7,KCNC4,53005331,53059973,-,2,1
LOC130457505,HiC_scaffold_7,LOC130457505,53090169,53095467,+,1,1
SLC6A17,HiC_scaffold_7,SLC6A17,53090720,53157947,-,1,1
UBL4B,HiC_scaffold_7,UBL4B,53231510,53232055,-,1,1
LOC130457504,HiC_scaffold_7,LOC130457504,53305884,53323298,-,1,1
ALX3,HiC_scaffold_7,ALX3,53322957,53339110,+,1,1
STRIP1,HiC_scaffold_7,STRIP1,53345865,53373701,-,2,1
AHCYL1,HiC_scaffold_7,AHCYL1,53379290,53433629,-,4,1
LOC130457503,HiC_scaffold_7,LOC130457503,53607847,53615698,-,1,1
LOC100033072,HiC_scaffold_7,LOC100033072,53770574,53773192,-,1,1
LOC103101920,HiC_scaffold_7,LOC103101920,53781051,53800358,-,2,1
LOC100033076,HiC_scaffold_7,LOC100033076,53841847,53851834,-,1,1
AMPD2,HiC_scaffold_7,AMPD2,53886652,53901238,-,5,1
GNAT2,HiC_scaffold_7,GNAT2,53912512,53927721,+,1,1
GNAI3,HiC_scaffold_7,GNAI3,53939322,53994014,-,1,1
GPR61,HiC_scaffold_7,GPR61,53995906,54000980,-,1,1
AMIGO1,HiC_scaffold_7,AMIGO1,54073759,54080098,+,1,1
LOC100619273,HiC_scaffold_7,LOC100619273,54082767,54090451,-,1,1
ATXN7L2,HiC_scaffold_7,ATXN7L2,54090584,54099752,-,3,1
SYPL2,HiC_scaffold_7,SYPL2,54101300,54109188,-,2,1
PSMA5,HiC_scaffold_7,PSMA5,54155885,54174578,+,1,1
SORT1,HiC_scaffold_7,SORT1,54178829,54247929,+,4,1
PSRC1,HiC_scaffold_7,PSRC1,54271028,54276123,+,2,1
CELSR2,HiC_scaffold_7,CELSR2,54277526,54294137,-,3,1
SARS1,HiC_scaffold_7,SARS1,54341471,54352171,-,1,1
ELAPOR1,HiC_scaffold_7,ELAPOR1,54355749,54462042,-,1,1
CFAP276,HiC_scaffold_7,CFAP276,54466080,54471153,+,1,1
LOC130457826,HiC_scaffold_7,LOC130457826,54474988,54475430,-,1,1
TMEM167B,HiC_scaffold_7,TMEM167B,54478585,54486296,-,1,1
TAF13,HiC_scaffold_7,TAF13,54506790,54519248,+,2,1
WDR47,HiC_scaffold_7,WDR47,54531918,54605389,+,2,1
AKNAD1,HiC_scaffold_7,AKNAD1,54629419,54641577,-,8,1
LOC107651001,HiC_scaffold_7,LOC107651001,54640855,54641872,+,1,1
CLCC1,HiC_scaffold_7,CLCC1,54668276,54682812,+,5,1
GPSM2,HiC_scaffold_7,GPSM2,54686180,54742820,-,4,1
STXBP3,HiC_scaffold_7,STXBP3,54764008,54842054,-,1,1
FNDC7,HiC_scaffold_7,FNDC7,54849832,54885102,-,1,1
PRPF38B,HiC_scaffold_7,PRPF38B,54912391,54922488,-,1,1
HENMT1,HiC_scaffold_7,HENMT1,54933708,54963647,+,4,1
LOC100033022,HiC_scaffold_7,LOC100033022,55074493,55119619,+,2,1
LOC103091924,HiC_scaffold_7,LOC103091924,55151689,55156415,+,2,1
SLC25A24,HiC_scaffold_7,SLC25A24,55195330,55252082,+,1,1
VAV3,HiC_scaffold_7,VAV3,55468596,55922429,+,3,1
NTNG1,HiC_scaffold_7,NTNG1,56053865,56487885,-,8,1
PRMT6,HiC_scaffold_7,PRMT6,56587139,56592229,-,1,1
LOC130457617,HiC_scaffold_7,LOC130457617,59821042,59821258,+,1,1
LOC100029733,HiC_scaffold_7,LOC100029733,59827400,59828018,-,2,1
LOC100032985,HiC_scaffold_7,LOC100032985,60150325,60213496,-,14,1
COL11A1,HiC_scaffold_7,COL11A1,60672975,60969922,+,2,1
LOC103100858,HiC_scaffold_7,LOC103100858,61245965,61256089,-,1,1
LOC103100737,HiC_scaffold_7,LOC103100737,61328283,61333857,-,1,1
OLFM3,HiC_scaffold_7,OLFM3,61977264,62221372,+,2,1
LOC103100010,HiC_scaffold_7,LOC103100010,62546698,62571519,-,1,1
LOC100617963,HiC_scaffold_7,LOC100617963,62625109,62626939,+,1,1
LOC130457428,HiC_scaffold_7,LOC130457428,62632745,62633524,+,1,1
LOC103099535,HiC_scaffold_7,LOC103099535,62708363,62709196,-,1,1
LOC103099353,HiC_scaffold_7,LOC103099353,62774344,62777676,-,1,1
SLC30A7,HiC_scaffold_7,SLC30A7,62792712,62811580,+,1,1
DPH5,HiC_scaffold_7,DPH5,62815152,62853325,-,4,1
EXTL2,HiC_scaffold_7,EXTL2,63110094,63136997,+,2,1
GPR88,HiC_scaffold_7,GPR88,63397659,63404400,-,1,1
CDC14A,HiC_scaffold_7,CDC14A,63412292,63671260,-,10,1
LOC103096295,HiC_scaffold_7,LOC103096295,63415143,63424453,+,2,1
LOC130457500,HiC_scaffold_7,LOC130457500,63625610,63663371,+,4,1
RTCA,HiC_scaffold_7,RTCA,63673704,63699223,-,1,1
DBT,HiC_scaffold_7,DBT,63731351,63790486,+,5,1
LRRC39,HiC_scaffold_7,LRRC39,63793197,63822781,+,4,1
TRMT13,HiC_scaffold_7,TRMT13,63820824,63846669,-,4,1
SASS6,HiC_scaffold_7,SASS6,63846680,63869264,+,1,1
MFSD14A,HiC_scaffold_7,MFSD14A,63869656,63914340,-,2,1
SLC35A3,HiC_scaffold_7,SLC35A3,63934588,63992290,-,5,1
LOC130457497,HiC_scaffold_7,LOC130457497,64015601,64069742,+,1,1
LOC103099412,HiC_scaffold_7,LOC103099412,64042191,64119493,-,3,1
AGL,HiC_scaffold_7,AGL,64119629,64199132,-,5,1
FRRS1,HiC_scaffold_7,FRRS1,64245973,64307779,+,1,1
PALMD,HiC_scaffold_7,PALMD,64325202,64393988,-,2,1
PLPPR4,HiC_scaffold_7,PLPPR4,64742316,64801621,-,1,1
LOC103091923,HiC_scaffold_7,LOC103091923,65217154,65231257,-,1,1
LOC103106267,HiC_scaffold_7,LOC103106267,65291623,65309250,+,2,1
SNX7,HiC_scaffold_7,SNX7,65301548,65400037,-,1,1
MIR137A,HiC_scaffold_7,MIR137A,66150651,66150706,+,1,1
DPYD,HiC_scaffold_7,DPYD,66356727,67392786,+,1,1
LOC100032920,HiC_scaffold_7,LOC100032920,67550338,67551975,-,1,1
PTBP2,HiC_scaffold_7,PTBP2,67716857,67844021,-,10,1
LOC103104850,HiC_scaffold_7,LOC103104850,67805936,67850813,+,4,1
LOC130457371,HiC_scaffold_7,LOC130457371,68172873,68173973,+,1,1
LOC103103544,HiC_scaffold_7,LOC103103544,68650834,68652602,-,1,1
LOC103103722,HiC_scaffold_7,LOC103103722,68710178,68714715,-,1,1
LOC130457496,HiC_scaffold_7,LOC130457496,68808931,68816252,+,1,1
LOC130457674,HiC_scaffold_7,LOC130457674,69257456,69257544,+,1,1
LOC103103118,HiC_scaffold_7,LOC103103118,69335420,69341571,+,1,1
RWDD3,HiC_scaffold_7,RWDD3,69403201,69424458,-,4,1
TLCD4,HiC_scaffold_7,TLCD4,69464144,69500572,-,1,1
ALG14,HiC_scaffold_7,ALG14,69538256,69644030,+,2,1
CNN3,HiC_scaffold_7,CNN3,69675872,69713149,+,1,1
SLC44A3,HiC_scaffold_7,SLC44A3,69722481,69830815,-,2,1
LOC130457495,HiC_scaffold_7,LOC130457495,70014264,70014954,-,1,1
LOC130457494,HiC_scaffold_7,LOC130457494,70046943,70049136,-,1,1
LOC103101508,HiC_scaffold_7,LOC103101508,70069005,70071061,+,1,1
F3,HiC_scaffold_7,F3,70112607,70128656,+,1,1
ABCD3,HiC_scaffold_7,ABCD3,70147791,70216655,-,4,1
LOC130458353,HiC_scaffold_7,LOC130458353,70257059,70258094,+,1,1
LOC100032876,HiC_scaffold_7,LOC100032876,70372911,70403830,+,4,1
ABCA4,HiC_scaffold_7,ABCA4,70408726,70559380,+,2,1
LOC100032861,HiC_scaffold_7,LOC100032861,70557498,70645531,-,11,1
GCLM,HiC_scaffold_7,GCLM,70687925,70705243,+,1,1
DNTTIP2,HiC_scaffold_7,DNTTIP2,70710771,70725476,+,2,1
LOC130457492,HiC_scaffold_7,LOC130457492,70735707,70746100,-,1,1
BCAR3,HiC_scaffold_7,BCAR3,70862793,71009436,+,2,1
FNBP1L,HiC_scaffold_7,FNBP1L,71015266,71073253,-,7,1
DR1,HiC_scaffold_7,DR1,71230748,71254857,-,1,1
CCDC18,HiC_scaffold_7,CCDC18,71293638,71396993,-,9,1
LOC130457491,HiC_scaffold_7,LOC130457491,71328691,71329437,+,1,1
LOC107650989,HiC_scaffold_7,LOC107650989,71396959,71420479,+,1,1
